Ensembl_ID	Oma-1_042310	Oma-1_IP	Lin-41_IP	baseMean	Oma1_padj	Lin41_padj	biotype	name	external_name	mapq_effect	oma1_042310_fpkm	lysRZ_fpkm	oma1_fpkm	lin41_fpkm	gonad.baseMean	gonadLog2FoldChange	gonadPadj	oocyte_fpkm	sperm_fpkm		
WBGene00008118	2.86320954	2.526422289	0.298012296	565.1764469	1.02E-53	1.49E-01	protein_coding	madf-8	madf-8	FALSE	115.53	15.86	92.1	19.51	914.6141507	-1.670875705	8.99E-83	37.716	11.824		
WBGene00010472	-1.250364907	-1.392754547	0.297933599	41.45440825	1.00E+00	6.47E-01	protein_coding	cdr-7	cdr-7	FALSE	1.63	4.05	1.49	5	45.95849806	-3.501528515	2.51E-21	2.549	0.221		
WBGene00015100	0.161321726	1.284733085	0.297497136	5.458559109	2.93E-01	8.90E-01	protein_coding	B0280.2	B0280.2	FALSE	0.14	0.15	0.42	0.18	2.585592411	2.678887459	0.035288151	0.01	0.067		
WBGene00021692	0.714247767	1.030247543	0.29748068	68.7711355	4.34E-03	5.50E-01	protein_coding	Y48G8AL.15	Y48G8AL.15	FALSE	11.01	6.67	13.8	8.24	287.8658488	0.083264713	0.687034758	15.369	16.276		
WBGene00005228	-1.451016323	-1.671072198	0.297371575	1.818297243	1.00E+00	NA	protein_coding	srh-2	srh-2	FALSE	0	0.12	0	0.17	0.505805124	0.04577536	0.986843046	0.013	0.011		
WBGene00020567	-1.646622191	-1.648699584	0.297114447	22.31387915	1.00E+00	7.54E-01	protein_coding	T19D2.1	T19D2.1	FALSE	0.21	0.74	0.22	0.92	34.51690908	0.636744423	0.321008904	0.26	0.403		
WBGene00010451	-0.168698437	-0.835981375	0.297035067	12.47808638	1.00E+00	8.11E-01	protein_coding	K01A11.3	K01A11.3	FALSE	1.13	1.29	0.68	1.61	37.53901607	1.796940693	0.001280657	0.538	1.886		
WBGene00003712	-0.23390142	-0.176601611	0.297031521	44.50315346	1.00E+00	6.16E-01	protein_coding	nhr-122	nhr-122	FALSE	2.77	3.28	2.89	4.05	87.13362605	-2.117310245	8.63E-28	3.63	0.833		
WBGene00015153	2.21900114	1.791863349	0.296941884	14.59254217	1.42E-02	8.16E-01	protein_coding	B0348.5	B0348.5	FALSE	2.81	0.54	2.07	0.68	13.99746945	0.714269181	0.103663056	0.267	0.44		
WBGene00018291	0.129272343	0.435761438	0.296628634	1.785804768	8.61E-01	NA	protein_coding	fip-4	fip-4	FALSE	0.33	0.27	0.44	0.37	0.368067056	-0.62489531	0.798550894	0.051	0.025		
WBGene00004184	-0.761173466	-0.318467212	0.296387545	69.36056693	1.00E+00	5.29E-01	protein_coding	T19D2.2	T19D2.2	FALSE	2.17	3.72	2.97	4.59	118.2975965	1.079394426	8.96E-07	1.447	3.045		
WBGene00009676	-0.023295384	-0.656550374	0.296277442	21.9325499	1.00E+00	7.43E-01	protein_coding	F44A6.4	F44A6.4	FALSE	2.42	2.47	1.52	3.06	41.11163265	-0.647884782	0.133499354	2.257	1.431		
WBGene00010986	1.658818363	1.2209114	0.295877097	4.957928389	3.58E-01	8.97E-01	protein_coding	sprr-1	sprr-1	FALSE	0.53	0.15	0.41	0.19	18.9542383	-0.112226845	0.855539756	0.302	0.275		
WBGene00044359	1.190198865	1.140114444	0.295846507	2.686778491	4.73E-01	9.14E-01	protein_coding	C16C4.17	C16C4.17	FALSE	1.94	0.65	1.9	0.86	1.458555913	0.828170453	0.618705454	0.126	0.231		
WBGene00200308	-1.451016323	-0.517591455	0.295784583	1.585980359	1.00E+00	NA	ncRNA		C56C10.15	FALSE	0	0.44	0.23	0.62	3.353360812	1.988084661	0.006539248	0.114	0.454		
WBGene00022805	1.896681023	1.390801227	0.295473326	144.6256754	5.71E-08	3.88E-01	protein_coding	nhr-256	nhr-256	FALSE	18.89	5.03	13.3	6.16	175.5312936	-3.42762668	4.09E-81	6.897	0.635		
WBGene00043984	-1.451016323	-0.178373953	0.295239643	1.923263257	1.00E+00	NA	protein_coding	C56E6.7	C56E6.7	FALSE	0	0.17	0.14	0.23	10.42492169	3.1203684	2.97E-07	0.072	0.605		
WBGene00017663	-0.100168679	-0.411023184	0.294868027	42.61555904	1.00E+00	6.50E-01	protein_coding	F21D12.3	F21D12.3	FALSE	1.84	2.03	1.51	2.5	13.68732605	0.77385035	0.067915593	0.148	0.258		
WBGene00016461	-0.03311539	-0.783791433	0.294589337	2.303388442	1.00E+00	NA	protein_coding	C35E7.9	C35E7.9	FALSE	0.18	0.19	0.08	0.25	1582.778942	7.98384753	1.51E-190	0.342	88.296		
WBGene00000036	-2.289913531	-1.314882255	0.294427623	73.73607895	1.00E+00	5.83E-01	protein_coding	ace-2	ace-2	FALSE	0.71	3.74	1.47	4.61	95.79498835	1.768604173	1.32E-17	0.651	2.205		
WBGene00195752	-1.084455685	-0.204014767	0.294202974	1.557307186	1.00E+00	NA	ncRNA		Y106G6A.7	FALSE	0	0.53	0.41	0.75	NA	NA	NA	NA	NA		
WBGene00019003	1.068660518	1.027550801	0.293934636	330.7893907	2.48E-07	2.23E-01	protein_coding	F57B10.5	F57B10.5	FALSE	61.15	29.41	60.29	36.13	2853.374876	0.811626135	2.12E-28	82.656	145.129		
WBGene00012124	1.864135554	1.605034374	0.293886036	74.79334438	2.01E-06	5.49E-01	protein_coding	T28D6.4	T28D6.4	FALSE	4.18	1.14	3.51	1.4	29.30062184	0.778442342	0.001203869	0.202	0.344		
WBGene00021774	0.695564709	0.807468029	0.293871218	9.913380507	4.16E-01	8.41E-01	protein_coding	fbxb-43	fbxb-43	FALSE	1.27	0.75	1.39	0.94	NA	NA	NA	NA	NA		
WBGene00011801	-0.221247617	-0.911187513	0.293586511	3.223837861	1.00E+00	9.14E-01	protein_coding	T16G1.7	T16G1.7	FALSE	0.13	0.17	0.06	0.22	2.295638291	0.864764385	0.333812698	0.035	0.059		
WBGene00006988	2.342258814	2.074118176	0.293350989	1867.005131	2.10E-71	2.66E-02	protein_coding	zyg-1	zyg-1	FALSE	161.41	31.91	134.84	39.14	2659.084525	-0.546294055	2.42E-09	39.891	27.319		
WBGene00003542	-0.425258138	0.862047728	0.292309525	1.209373107	6.66E-01	NA	protein_coding	nas-23	nas-23	FALSE	0	0.02	0.08	0.03	3.686758911	1.274498123	0.160608737	0.04	0.096		
WBGene00014916	0.272803048	0.518165968	0.291946807	24.08237793	4.71E-01	7.42E-01	pseudogene		fbxa-124	FALSE	2.33	1.95	2.84	2.41	228.9386685	0.34047583	0.168051122	6.168	7.797		
WBGene00012371	1.160810693	0.753931204	0.29187578	35.74369618	1.65E-01	6.92E-01	protein_coding	W09G3.8	W09G3.8	FALSE	17.14	7.56	13	9.32	363.2779553	0.79220123	2.89E-06	22.388	38.817		
WBGene00009531	0.230720372	0.420585222	0.291652369	87.36510658	2.76E-01	5.07E-01	protein_coding	F38B2.4	F38B2.4	FALSE	9.77	8.33	11.2	10.21	60.33545626	0.155823888	0.831534364	1.868	2.079		
WBGene00008077	-1.451016323	-0.525600152	0.291532179	1.798975145	1.00E+00	NA	protein_coding	oac-8	oac-8	FALSE	0	0.07	0.04	0.1	62.13125299	2.451514256	3.82E-27	0.26	1.423		
WBGene00020235	-1.698317013	-1.818588163	0.291496756	330.4426714	1.00E+00	3.47E-01	protein_coding	T05A12.4	T05A12.4	FALSE	1.88	6.35	1.78	7.78	719.2074564	-0.111214425	0.793408168	4.137	3.83		
WBGene00018867	-0.02419193	0.24968097	0.291383582	150.9442438	4.64E-01	3.86E-01	protein_coding	F55A12.10	F55A12.10	FALSE	17.07	17.45	20.81	21.42	1157.414347	0.204689948	0.053069455	43.083	49.687		
WBGene00015591	2.891084385	1.801436947	0.291380383	1586.898107	2.21E-43	5.30E-02	protein_coding	cyk-7	cyk-7	FALSE	417.49	56.37	197.17	69.02	5145.852255	-0.111642059	0.334771066	145.947	135.083		
WBGene00000562	-0.360020944	-0.463130288	0.291263074	10.99391363	1.00E+00	8.41E-01	ncRNA	cng-1	cng-1	FALSE	0.27	0.37	0.25	0.46	21.53280881	0.720980964	0.067929617	0.174	0.283		
WBGene00020704	0.146607935	-0.467217898	0.291244191	10.12741066	1.00E+00	8.41E-01	protein_coding	T22F7.5	T22F7.5	FALSE	0.63	0.56	0.39	0.7	10.45421036	-3.027409102	4.31E-10	0.367	0.046		
WBGene00010897	1.959720755	1.243484854	0.290891102	273.8767911	5.46E-11	2.18E-01	protein_coding	lact-3	lact-3	FALSE	34.48	8.82	20.97	10.8	931.7120909	-0.25329092	0.053340869	18.2	15.261		
WBGene00020821	2.885160881	2.563683504	0.290870485	5267.582298	9.70E-104	2.91E-02	protein_coding	jhdm-1	jhdm-1	FALSE	276.23	37.54	222.8	45.97	6450.836544	-0.681302423	4.02E-07	55.747	34.758		
WBGene00005226	-0.978463585	-1.404242205	0.290022269	5.324065643	1.00E+00	9.05E-01	protein_coding	srg-69	srg-69	FALSE	0.09	0.48	0.12	0.62	1.974757901	-0.277143875	0.817119487	0.063	0.051		
WBGene00010320	-1.792196201	-1.00794027	0.28998222	12.26910346	1.00E+00	8.35E-01	protein_coding	F59B10.4	F59B10.4	FALSE	0.24	1.22	0.56	1.51	9.91990076	0.184958028	0.779275289	0.231	0.261		
WBGene00010257	3.769527094	5.037008317	0.28977027	15.59926108	1.41E-09	8.91E-01	protein_coding	F58E6.8	F58E6.8	FALSE	3.58	0.15	6.91	0.16	NA	NA	NA	NA	NA		
WBGene00019873	1.334811111	-0.019701931	0.289744588	9.588698019	1.00E+00	8.52E-01	protein_coding	arrd-26	arrd-26	FALSE	1.59	0.6	0.59	0.75	3.223392293	0.641877226	0.515037519	0.071	0.108		
WBGene00023259	-0.136468924	-0.695156082	0.289706256	1.361000709	1.00E+00	NA	pseudogene		C52D10.10	FALSE	0.25	0.3	0.11	0.43	0.64676849	-0.264291792	0.916694051	0.056	0.045		
WBGene00006620	0.212010015	0.420819492	0.289665827	6.996835376	8.04E-01	8.85E-01	protein_coding	svh-1	svh-1	FALSE	0.19	0.17	0.23	0.21	8.785620172	2.609533474	1.02E-06	0.024	0.148		
WBGene00000142	-0.257963661	-0.415426467	0.289464141	669.5385426	1.00E+00	7.09E-02	protein_coding	aos-1	aos-1	FALSE	42.23	50.55	37.88	61.85	5709.114143	-0.063634676	0.476746099	139.925	133.897		
WBGene00010110	-0.315548393	-0.690576535	0.289347067	7.247064974	1.00E+00	8.63E-01	protein_coding	F55D12.1	F55D12.1	FALSE	0.69	0.88	0.51	1.12	5.231466242	-0.166899798	0.839265697	0.199	0.178		
WBGene00015928	2.325796273	1.915127968	0.289151181	3336.753362	1.80E-83	8.39E-03	protein_coding	C17H12.2	C17H12.2	FALSE	342.31	68.33	258.27	83.54	6597.049136	-0.013328674	0.901485848	95.76	94.886		
WBGene00009365	0.949538772	1.031406202	0.289058615	4505.274398	2.44E-15	4.56E-02	protein_coding	F33H1.4	F33H1.4	FALSE	113.11	59.01	120.85	72.16	6023.982861	-1.12801372	3.06E-10	52.44	23.982		
WBGene00000673	-1.087045664	-0.038525489	0.289058036	2292.494157	1.00E+00	4.38E-01	protein_coding	col-98	col-98	FALSE	84.45	182.78	177.89	223.82	1569.931753	1.728184815	6.10E-06	19.33	64.259		
WBGene00202122	0.425539066	0.53770097	0.288928332	1.704279462	8.12E-01	NA	ncRNA		F29G9.17	FALSE	1.26	0.79	1.4	1.09	1.514142091	2.193171776	0.031122929	0.096	0.504		
WBGene00000405	-1.283058972	-1.06700162	0.28822414	1219.753466	1.00E+00	4.10E-02	protein_coding	cdk-1	cdk-1	FALSE	45.22	110.52	52.68	135.06	9247.54324	-0.396109472	0.000719167	255.113	193.853		
WBGene00013167	1.564893022	0.845683329	0.288107529	1173.851351	3.69E-13	2.60E-02	protein_coding	Y53F4B.21	Y53F4B.21	FALSE	57.85	19.54	35.16	23.87	420.2331886	-0.394586705	0.265598018	4.129	3.14		
WBGene00005018	-1.211713092	-1.629193789	0.287136363	25.83307376	1.00E+00	7.39E-01	protein_coding	sqt-3	sqt-3	FALSE	0.89	2.27	0.68	2.79	6.458926362	1.770858198	0.001035123	0.729	0.254		
WBGene00020910	0.165359797	0.485746673	0.287104773	516.7035974	2.77E-03	1.08E-01	protein_coding	dgtr-1	dgtr-1	FALSE	39.39	35.18	49.35	42.97	1522.369265	-2.248880693	4.71E-47	63.237	13.298		
WBGene00016742	0.173801231	-0.991169579	0.287041647	1.944205574	1.00E+00	NA	protein_coding	C48B6.4	C48B6.4	FALSE	0.1	0.08	0.02	0.11	2485.115428	10.47188479	4.24E-271	0.056	78.896		
WBGene00017070	1.512946519	1.211265176	0.287032376	951.8213786	2.69E-18	7.28E-02	protein_coding	praf-3	praf-3	FALSE	194.59	68.46	158.99	83.66	2044.064086	-1.260234057	1.94E-23	111.814	46.683		
WBGene00015063	0.311692349	0.076065726	0.286929555	29.95669994	9.75E-01	7.45E-01	protein_coding	B0228.6	B0228.6	FALSE	3.11	2.77	2.91	3.39	55.62409349	-3.863657523	8.19E-48	3.511	0.239		
WBGene00199871	0.625676075	1.798293026	0.286381082	1.401330019	2.64E-01	NA	ncRNA		F46F3.14	FALSE	0.23	0.08	0.81	0.12	NA	NA	NA	NA	NA		
WBGene00008275	0.596005395	0.397527523	0.286276129	94.7539316	3.22E-01	5.28E-01	protein_coding	nstp-1	nstp-1	FALSE	9.74	6.42	8.49	7.85	525.6572578	-0.201466371	0.028626055	15.802	13.746		
WBGene00000068	-0.278872023	-0.59958084	0.286218928	98.36224691	1.00E+00	5.14E-01	protein_coding	acy-1	acy-1	FALSE	1.7	2.13	1.39	2.59	47.66994453	0.192774156	0.412825806	0.325	0.372		
WBGene00016173	-0.049605202	-0.136698164	0.28621286	705.912603	1.00E+00	7.86E-02	protein_coding	fust-1	fust-1	FALSE	31.04	32.24	29.34	39.37	4743.684975	-0.050207052	0.858439841	85.836	82.898		
WBGene00014214	-1.356817088	-1.112581298	0.285874353	11.45352752	1.00E+00	8.42E-01	protein_coding	ZK1073.2	ZK1073.2	FALSE	0.31	0.98	0.41	1.22	20.07561941	1.135442168	0.000557378	0.304	0.666		
WBGene00018386	1.62967544	1.323680106	0.285796193	284.1095295	4.30E-13	2.11E-01	protein_coding	F43C11.9	F43C11.9	FALSE	42.99	13.84	34.78	16.88	251.7933801	-3.019602306	5.04E-39	12.18	1.496		
WBGene00003994	-0.968281141	-0.729418974	0.28554053	1768.897659	1.00E+00	8.04E-02	protein_coding	pgl-3	pgl-3	FALSE	41.67	82.08	49.45	100.13	16158.76544	-0.012558164	0.94427224	209.827	208.006		
WBGene00006460	-0.649007714	-0.608844051	0.285192211	2165.908805	1.00E+00	2.37E-02	protein_coding	ppm-1	ppm-1	FALSE	60.28	94.69	62.05	115.45	10884.80967	-0.321281563	0.000398356	167.629	134.169		
WBGene00196854	-1.084455685	-0.624431553	0.284970567	1.243016034	1.00E+00	NA	ncRNA		CD4.13	FALSE	0	0.5	0.19	0.74	3.95791284	-1.126491345	0.24083741	0.734	0.331		
WBGene00000711	-1.277473684	-0.243048809	0.284441873	23.81256475	1.00E+00	7.48E-01	protein_coding	col-138	col-138	FALSE	1	2.59	2.17	3.19	3.41604234	-0.90783236	0.514184649	3.744	0.491		
WBGene00021882	-1.182221324	-1.163992075	0.284174017	478.377627	1.00E+00	1.15E-01	protein_coding	nprt-1	Y54G2A.17	FALSE	9.88	22.49	10	27.39	2568.829384	-0.306510433	0.042602271	41.264	33.37		
WBGene00000109	0.564625165	0.655985941	0.283877144	991.5849229	7.41E-08	3.44E-02	protein_coding	alh-3	alh-3	FALSE	36.58	24.72	38.99	30.1	1925.847847	-0.737350724	3.77E-14	24.982	14.981		
WBGene00007020	0.948442209	1.124001471	0.283791236	233.5757184	9.07E-08	2.80E-01	protein_coding	mdt-20	mdt-20	FALSE	42.96	22.27	48.81	27.13	857.5294306	-0.968239271	3.14E-06	49.498	25.283		
WBGene00005130	-0.03311539	0.03408613	0.283566459	1.970869011	1.00E+00	NA	pseudogene		srd-52	FALSE	0.19	0.21	0.21	0.28	NA	NA	NA	NA	NA		
WBGene00006442	0.502561342	0.416640706	0.283352241	769.5718801	4.76E-03	7.37E-02	protein_coding	tag-65	tag-65	FALSE	38.69	27.36	36.58	33.34	2637.53381	-0.056234257	0.666714974	36.811	35.409		
WBGene00044167	3.084972619	2.756069446	0.283050548	12.6278539	9.48E-04	8.68E-01	protein_coding	C36A4.11	C36A4.11	FALSE	6.64	0.63	5.17	0.78	11.75747252	0.047629397	0.934421914	0.69	0.714		
WBGene00006715	-0.570479761	-0.65427371	0.282742696	440.0279396	1.00E+00	1.78E-01	protein_coding	ubc-20	ubc-20	FALSE	27.45	40.9	25.94	49.8	5417.009259	-0.123992261	0.436837206	173.021	158.768		
WBGene00003151	-1.465368401	-1.185695121	0.2823563	951.4899417	1.00E+00	4.60E-02	protein_coding	mca-1	mca-1	FALSE	7.2	19.94	8.74	24.26	966.3907125	-2.746821759	9.80E-18	10.647	1.579		
WBGene00018929	4.144743339	3.659688633	0.282142399	9.798163321	1.02E-04	9.01E-01	protein_coding	F56B3.3	F56B3.3	FALSE	4.47	0.14	2.63	0.16	13.60917324	-0.320868467	0.557770701	0.627	0.499		
WBGene00020442	1.043099079	0.784627368	0.282114701	1350.482063	1.32E-09	5.01E-02	protein_coding	gen-1	gen-1	FALSE	108.49	52.86	91.23	64.35	4216.550305	0.16936315	0.253335679	67.596	76.03		
WBGene00011975	0.623619214	0.56682424	0.281786837	738.9689635	1.28E-04	8.63E-02	protein_coding	T24B1.1	T24B1.1	FALSE	40.48	26.3	39.02	32	3735.04384	1.078918669	5.67E-10	36.814	77.807		
WBGene00008937	-0.136468924	0.055604136	0.281754867	1.354699726	1.00E+00	NA	protein_coding	srt-43	srt-43	FALSE	0.09	0.11	0.12	0.17	8.710946046	1.250102419	0.002735795	0.155	0.359		
WBGene00011714	-0.734568668	-0.284670809	0.281692117	3.785223726	1.00E+00	9.04E-01	protein_coding	T11F9.13	T11F9.13	FALSE	0.54	1.06	0.83	1.37	2.428958208	2.268428691	0.031908568	0.065	0.347		
WBGene00201942	0.517325018	1.104474591	0.281335759	1.463141767	5.45E-01	NA	ncRNA		F12F6.19	FALSE	0.66	0.27	1.18	0.39	NA	NA	NA	NA	NA		
WBGene00000862	0.173801231	0.046949392	0.281251398	1.611686144	1.00E+00	NA	protein_coding	cwp-4	cwp-4	FALSE	0.14	0.12	0.12	0.16	1.331967603	0.340358953	0.801675063	0.026	0.032		
WBGene00004927	-0.881895702	-0.986046945	0.281198597	269.1894293	1.00E+00	2.05E-01	protein_coding	snx-1	snx-1	FALSE	9.25	17.09	8.6	20.8	978.2100366	-1.995522284	1.82E-26	26.628	6.673		
WBGene00219590	1.747218631	0.100101483	0.281050334	1.956583466	1.00E+00	NA	lincRNA		linc-72	FALSE	1.38	0.23	0.25	0.31	1.102591091	1.485063085	0.270426259	0.051	0.14		
WBGene00019538	2.640867173	2.769808403	0.28071804	27.79765086	6.22E-07	7.86E-01	protein_coding	K08D12.4	K08D12.4	FALSE	12.21	1.82	13.65	2.23	32.74766953	0.510132727	0.050096939	2.081	2.951		
WBGene00006518	-0.568219673	-0.65980559	0.280601864	552.028322	1.00E+00	8.12E-02	protein_coding	tag-173	tag-173	FALSE	26.02	38.64	24.43	46.97	5150.277904	1.228761955	9.83E-57	67.05	157.184		
WBGene00002990	-0.125868492	0.171122935	0.280226816	60.60862866	8.03E-01	6.33E-01	protein_coding	lin-1	lin-1	FALSE	2.11	2.37	2.67	2.89	38.36385851	1.070662888	5.13E-05	0.411	0.863		
WBGene00220047	0.201466545	0.462444286	0.280076344	1.788201863	8.50E-01	NA	ncRNA		R74.11	FALSE	1.31	1.07	1.75	1.45	1.99420166	-0.591755577	0.527613877	0.494	0.33		
WBGene00004704	-0.015892881	-0.192745434	0.2799805	522.0776486	1.00E+00	1.33E-01	protein_coding	rsp-7	rsp-7	FALSE	16.47	16.67	14.58	20.26	2851.182023	-0.284328331	0.006235666	31.878	26.174		
WBGene00198709	-0.701834954	0.52899365	0.279862194	4.170920703	7.67E-01	9.06E-01	ncRNA		F35G2.14	FALSE	0.26	0.58	0.91	0.74	0.510732635	0.290898359	0.908099161	0.034	0.048		
WBGene00006612	-0.033521472	0.336024596	0.27945301	1.218833805	9.13E-01	NA	protein_coding	trf-1	trf-1	FALSE	0.06	0.07	0.11	0.1	1.919018906	0.58965094	0.544321519	0.028	0.044		
WBGene00018547	-0.11699224	-0.07814875	0.279219327	16.44298187	1.00E+00	8.01E-01	protein_coding	clec-78	clec-78	FALSE	0.12	0.13	0.13	0.17	2.956036898	-0.971926436	0.257434798	0.011	0.005		
WBGene00017937	-0.710620755	-0.650412492	0.279172032	26.19244508	1.00E+00	7.47E-01	protein_coding	F30H5.3	F30H5.3	FALSE	0.28	0.48	0.3	0.59	0.524742152	-0.475789166	0.806782645	0.003	0.002		
WBGene00189980	0.183651006	0.679150794	0.278830911	2.047716008	7.45E-01	NA	ncRNA		F02C12.7	FALSE	11.12	9.54	19.52	13.18	1.639800049	1.053094127	0.384403897	1.816	3.92		
WBGene00008344	2.748190549	2.41784225	0.278823411	1102.366897	2.26E-90	5.26E-02	protein_coding	C56A3.5	C56A3.5	FALSE	194.73	28.95	155.36	35.15	2886.218856	-0.084308731	0.401331844	68.956	65.044		
WBGene00015327	0.232709194	-0.074091778	0.278635092	347.9856081	1.00E+00	2.06E-01	protein_coding	snpn-1	snpn-1	FALSE	42.68	36.46	34.65	44.3	1234.355619	-1.319405885	3.29E-26	71.491	28.661		
WBGene00000252	-1.201375183	-0.032954812	0.278622634	9.015480092	1.00E+00	8.61E-01	protein_coding	bli-2	bli-2	FALSE	0.29	0.79	0.77	0.98	5.909084219	-0.058583242	0.930371713	0.185	0.177		
WBGene00021741	1.092063716	0.702339706	0.278619364	15.69697453	4.30E-01	8.25E-01	protein_coding	Y50D4B.2	Y50D4B.2	FALSE	2.44	1.11	1.87	1.35	14.34549705	-1.633367294	7.21E-07	0.669	0.213		
WBGene00010051	2.961895674	2.715324294	0.278603923	2677.408153	4.43E-156	1.73E-02	protein_coding	F54D5.5	F54D5.5	FALSE	381.96	48.98	322.58	59.41	1173.194374	-7.016044872	5.62E-261	43.627	0.338		
WBGene00020234	2.325068593	2.220421206	0.278392746	2211.8534	2.16E-106	1.60E-02	protein_coding	T05A12.3	T05A12.3	FALSE	171.45	34.19	159.74	41.49	3552.891948	0.125295237	0.338392413	43.242	47.174		
WBGene00018212	0.664832552	-0.037924896	0.278369175	59.58564293	1.00E+00	6.13E-01	protein_coding	F39H12.1	F39H12.1	FALSE	4.69	2.94	2.87	3.58	81.10711356	-2.489077678	7.62E-31	2.827	0.498		
WBGene00022245	0.183029012	1.358558132	0.277847303	2334.790523	7.63E-05	5.47E-01	protein_coding	acp-6	acp-6	FALSE	138.52	123.82	322.22	150.57	304.477697	2.090552467	0.054845851	2.724	11.962		
WBGene00012848	0.993894142	1.22795986	0.277596209	7.977610465	2.27E-01	8.74E-01	protein_coding	Y44A6B.3	Y44A6B.3	FALSE	1.28	0.58	1.52	0.72	31.58334249	1.631338204	5.63E-09	0.621	1.913		
WBGene00014955	1.683019949	1.966878428	0.277427375	495.2668334	1.38E-19	3.18E-01	pseudogene		Y102A5C.6	FALSE	81.98	26.18	103.43	31.83	1561.225545	0.06583278	0.764654088	50.586	52.928		
WBGene00010611	-1.238122315	-1.427887719	0.277397819	1.12830685	NA	NA	protein_coding	K07A1.4	K07A1.4	FALSE	0	0.15	0	0.22	1313.703179	9.109185392	4.30E-243	0.149	80.899		
WBGene00011231	3.650419426	4.170823187	0.27707593	94.51192755	1.70E-34	6.58E-01	protein_coding	R11A5.3	R11A5.3	FALSE	30.07	2.31	44.06	2.82	27.1626596	-3.316524508	2.41E-06	2.586	0.253		
WBGene00010940	-2.708027548	-1.206238074	0.277068958	4.197136643	1.00E+00	9.08E-01	protein_coding	M163.8	M163.8	FALSE	0	0.69	0.23	0.89	11.61653556	-0.393412115	0.706762994	0.542	0.41		
WBGene00015082	-0.59872375	-0.794380215	0.277003711	3.301910124	1.00E+00	9.18E-01	protein_coding	B0244.7	B0244.7	FALSE	0.1	0.21	0.09	0.28	1.717159049	3.854734594	0.000200991	0.003	0.103		
WBGene00019796	0.100571277	-0.045303802	0.276954405	32.16025768	1.00E+00	7.14E-01	protein_coding	M151.4	M151.4	FALSE	1.48	1.38	1.34	1.69	34.13057136	-7.600763087	3.20E-22	1.133	0.005		
WBGene00001791	2.887546298	2.148608661	0.276875535	127.2685006	1.88E-15	4.86E-01	protein_coding	gst-43	gst-43	FALSE	49.76	6.63	29.9	8.04	218.6284051	0.852073641	5.27E-09	6.793	12.273		
WBGene00012290	-0.852782051	-0.993739784	0.276499557	3.905152973	1.00E+00	9.05E-01	protein_coding	W05H12.2	W05H12.2	FALSE	0.19	0.42	0.17	0.53	1.280755434	-1.580870931	0.337211084	0.059	0.018		
WBGene00021120	-1.451016323	-0.855423104	0.27630974	1.269638672	1.00E+00	NA	protein_coding	W09G12.6	W09G12.6	FALSE	0	0.29	0.08	0.42	NA	NA	NA	NA	NA		
WBGene00011300	1.944607874	1.167229153	0.276004701	1600.273759	1.52E-21	4.63E-02	protein_coding	R107.5	R107.5	FALSE	342.36	89.12	200.59	107.98	5787.555613	-0.385518324	0.048435976	196.543	150.438		
WBGene00019877	1.875481999	1.945444239	0.275953945	2375.329745	2.67E-82	1.56E-02	protein_coding	R05D3.2	R05D3.2	FALSE	142.55	38.84	149.9	47.05	4959.024034	0.3946473	0.010822335	48.206	63.383		
WBGene00005936	0.232625878	0.414278625	0.275835728	2.514907315	8.65E-01	9.26E-01	protein_coding	srx-45	srx-45	FALSE	0.17	0.15	0.23	0.2	0.653796672	0.605230836	0.799227224	0.014	0.022		
WBGene00022597	0.645807953	0.742480823	0.275826901	7.21744513	5.59E-01	8.85E-01	protein_coding	ZC395.5	ZC395.5	FALSE	2	1.33	2.42	1.66	8.196054991	-0.011785752	0.986469768	0.65	0.636		
WBGene00219882	-0.533609195	0.875813576	0.27568186	1.64522115	6.57E-01	NA	ncRNA		F08B6.7	FALSE	0	0.25	0.8	0.35	NA	NA	NA	NA	NA		
WBGene00022698	1.20004864	1.200425665	0.275388314	3.429522883	4.34E-01	9.22E-01	protein_coding	ZK353.2	ZK353.2	FALSE	1.13	0.39	1.21	0.49	15.25761468	3.129625162	6.65E-11	0.214	1.963		
WBGene00010242	3.863036659	4.262770908	0.275113494	130.2368413	9.86E-45	6.11E-01	protein_coding	F58D5.2	F58D5.2	FALSE	32.75	2.17	43.53	2.62	51.92457012	1.111631635	4.52E-06	1.246	2.673		
WBGene00020691	0.933749583	0.237414037	0.274671062	2.617666384	9.50E-01	9.27E-01	protein_coding	igdb-3	igdb-3	FALSE	0.23	0.1	0.12	0.13	0.447655451	-1.814802473	0.564001477	0.016	0		
WBGene00015838	-0.898534429	0.084453486	0.274639637	1.013100272	NA	NA	protein_coding	math-9	math-9	FALSE	0	0.14	0.16	0.22	2.025524514	1.060892936	0.28853658	0.05	0.106		
WBGene00011452	-0.863486541	-0.833129148	0.274561491	2.793475714	1.00E+00	9.20E-01	protein_coding	ugt-55	ugt-55	FALSE	0.05	0.15	0.07	0.2	60.10973896	7.96629831	5.78E-29	0.008	1.85		
WBGene00009387	-1.283542159	-0.021837927	0.274317223	6.911382437	1.00E+00	8.83E-01	protein_coding	glb-15	glb-15	FALSE	0.23	0.73	0.72	0.91	1.300325194	1.793527529	0.104052162	0.021	0.073		
WBGene00006579	2.821718944	2.869902446	0.273816887	11959.44966	1.76E-185	1.20E-02	protein_coding	tlk-1	tlk-1	FALSE	609.8	86.33	632.92	104.42	11074.5286	-0.501705918	0.042356737	99.862	70.505		
